Issue key,Issue id,Parent id,Custom field (Epic Link),Status,Custom field (Execution Status),Work Ratio,Due Date,Summary,Original Estimate,Time Spent,Assignee,Custom field (Budget),Custom field (Product),Sprint,Sprint,Creator,Custom field (Teams),Custom field (Teams)
CPB-1403,66857,,,Closed,As Planned,,30/06/2024 00:00,OOO June,,144000,iliab,P000 - Out Of Office,CPB,6/1/24,,gala,Bio-Info,
CPB-1402,66856,,,Closed,As Planned,,30/06/2024 00:00,OOO June,,,michala,P000 - Out Of Office,CPB,6/1/24,,gala,Bio-Info,
CPB-1401,66855,,,Closed,As Planned,,30/06/2024 00:00,OOO June,,14400,markb,P000 - Out Of Office,CPB,6/1/24,,gala,Bio-Info,
CPB-1400,66854,,,Closed,As Planned,,31/05/2024 00:00,OOO May,,180,markb,P000 - Out Of Office,CPB,5/1/24,,gala,Bio-Info,
CPB-1399,66853,,,Closed,As Planned,,31/05/2024 00:00,OOO May,,,iliab,P000 - Out Of Office,CPB,5/1/24,,gala,Bio-Info,
CPB-1398,66852,,,Closed,As Planned,,31/05/2024 00:00,OOO May,,,liorr,P000 - Out Of Office,CPB,5/1/24,,gala,Bio-Info,
CPB-1397,66851,,,Closed,As Planned,,31/05/2024 00:00,OOO May,,86400,michala,P000 - Out Of Office,CPB,5/1/24,,gala,Bio-Info,
CPB-1396,66850,,,Closed,As Planned,,31/05/2024 00:00,OOO May,,57600,gala,P000 - Out Of Office,CPB,5/1/24,,gala,Bio-Info,
CPB-1395,66849,,CPB-1263,Closed,As Planned,83%,30/05/2024 00:00,File system / DB inconsistency May,86400,72000,liorr,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,gala,Bio-Info,
CPB-1394,66848,,CPB-1248,Closed,As Planned,79%,30/05/2024 00:00,Chemover - project management - May-2024,86400,68400,robertoo,P279 - CPB projects Computational (CPB),ChemPass,5/1/24,,robertoo,Algo,
CPB-1393,66842,,CPB-1362,Closed,As Planned,62%,30/06/2024 00:00,Vue3 - Patent search,28800,18000,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1392,66837,,CPB-1263,Closed,As Planned,33%,30/06/2024 00:00,File system / DB inconsistency - Jun - Dev,86400,28800,duduz,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1391,66836,,,Closed,As Planned,100%,31/05/2024 00:00,Dev support (Dudu) - May,57600,57600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1390,66835,,CPB-1263,Closed,As Planned,100%,30/06/2024 00:00,File system / DB inconsistency JUNE,144000,144000,liorr,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,gala,Bio-Info,
CPB-1389,66811,,,Closed,As Planned,100%,30/06/2024 00:00,New FTE report generator (Monitoring system),57600,57600,duduz,P279 - CPB projects Computational (CPB),CPB,6/1/24,,drorf,Dev,
CPB-1388,66777,,CPB-1249,Closed,Delay - Duration,175%,29/05/2024 00:00,Preprocessing DAG QA,57600,100800,robertoo,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,robertoo,Algo,
CPB-1387,66757,,CPB-1268,Closed,,100%,29/05/2024 00:00,Upload the new data to the ELK.,57600,57600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,robertoo,Dev,
CPB-1386,66756,,CPB-1263,Closed,As Planned,100%,30/05/2024 00:00,Biomica dir cleaning,636480,640800,andreyl,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,gala,DevOps,
CPB-1385,66755,,CPB-1263,Closed,As Planned,100%,30/05/2024 00:00,Biomica dir cleaning,14400,14400,gala,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,gala,Bio-Info,
CPB-1384,66754,,CPB-1263,Closed,As Planned,100%,30/05/2024 00:00,Biomica dir cleaning,86400,86400,liorr,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,gala,Bio-Info,
CPB-1383,66711,,CHEM-936,Closed,As Planned,225%,14/05/2024 00:00,Novelty does not work in NUXT3 ,14400,32400,hodayam,P264 - Product-CP (Chempass),ChemPass,5/1/24,,boazm,Dev,
CPB-1381,66707,,CPB-1252,Closed,Delay - Effort,0%,09/05/2024 00:00,Internal data correction and curation - May2024,115200,,robertoo,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,robertoo,Algo,
CPB-1380,66702,,CPB-1360,Closed,As Planned,50%,31/05/2024 00:00,Vue3 - Chempass QA - May,28800,14400,hamutal.e,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Product,
CPB-1379,66698,,CPB-1361,Closed,Delay - Duration,83%,14/05/2024 00:00,Vue3 - Cluster page - May,86400,72000,duduz,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1378,66687,,CPB-1267,Closed,As Planned,33%,06/05/2024 00:00,Scripts for Update of the DB files - prepare files ELK,86400,28800,itair,P279 - CPB projects Computational (CPB),ChemPass,5/1/24,,robertoo,Algo,
CPB-1377,66686,,CPB-1249,Closed,,37%,09/05/2024 00:00,Algorithmic improvements - Polars and Join-Union - Finish Presentation,28800,10800,itair,P279 - CPB projects Computational (CPB),ChemPass,5/1/24,,robertoo,Algo,
CPB-1376,66666,,CPB-1170,Closed,,50%,30/05/2024 00:00,fix plasmids annotaion,115200,57600,michala,P279 - CPB projects Computational (CPB),CPB,3/1/24,5/1/24,gala,Bio-Info,
CPB-1375,66662,,CPB-1263,Closed,As Planned,100%,16/05/2024 00:00,File system / DB inconsistency - Dev,28800,28800,duduz,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,gala,Dev,
CPB-1374,66661,,CPB-1263,Closed,Delay - Effort,100%,30/05/2024 00:00,File system / DB inconsistency ,100800,100800,liorr,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,gala,Bio-Info,
CPB-1373,66660,,CPB-1263,Closed,As Planned,100%,30/04/2024 00:00,Refunder- optimization,86400,86400,michala,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,gala,Bio-Info,
CPB-1372,66657,,CPB-1170,Closed,,66%,30/05/2024 00:00,Improvements for BACUM: *.assign_novel names fix,43200,28800,liorr,P279 - CPB projects Computational (CPB),CPB,3/1/24,5/1/24,iliab,Bio-Info,
CPB-1371,66652,,CPB-1361,Closed,As Planned,92%,30/06/2024 00:00,Vue3 - Neighborhood view,144000,133200,noama,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1369,66619,,CPB-1249,Closed,,118%,17/04/2024 00:00,Algorithmic improvements - Polars and Join-Union,57600,68400,itair,P279 - CPB projects Computational (CPB),ChemPass,4/1/24,,robertoo,Algo,
CPB-1368,66575,,CPB-1263,Closed,As Planned,4%,30/04/2024 00:00, Dev support (Neria) - Apr,86400,3600,nerias,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1366,66558,,CPB-1249,Closed,As Planned,100%,03/04/2024 00:00,Assign EVX to new molecules - finish DAG,57600,57600,itair,P279 - CPB projects Computational (CPB),ChemPass,4/1/24,,robertoo,Algo,
CPB-1365,66534,,CPB-1360,Closed,As Planned,40%,30/04/2024 00:00,Vue3 - Chempass QA,144000,57600,boazm,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Product,
CPB-1355,66502,,CPB-1362,Closed,As Planned,100%,13/05/2024 00:00,Vue3 - Phyletic,28800,28800,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1354,66501,,CPB-1362,Closed,As Planned,10%,30/04/2024 00:00,Vue3 - Evolve,144000,14400,duduz,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1353,66503,,CPB-1362,Closed,As Planned,87%,09/05/2024 00:00,Vue3 - EvoGuide,86400,75600,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1352,66499,,CPB-1361,Closed,As Planned,45%,22/05/2024 00:00,Vue3 - Blast,86400,39600,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1351,66493,,CPB-1361,Closed,,100%,19/05/2024 00:00,Vue3 - Pathway comparative analysis,57600,57600,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1350,66495,,CPB-1361,Closed,,100%,30/04/2024 00:00,Vue3 - Gapseq,28800,28800,duduz,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1349,66492,,CPB-1361,Closed,As Planned,100%,09/05/2024 00:00,Vue3 - Genome page,144000,144000,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1348,66484,,CPB-1361,Closed,,20%,30/04/2024 00:00,Vue3 - ClinicalDB,144000,28800,duduz,P279 - CPB projects Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1347,66481,,CPB-1361,Closed,As Planned,218%,31/05/2024 00:00,Vue3 - Forester,115200,252000,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1346,66500,,CPB-1361,Closed,As Planned,0%,30/04/2024 00:00,Vue3 - Isolate search,86400,,duduz,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,duduz,Dev,
CPB-1345,66483,,CPB-1361,Closed,As Planned,66%,30/06/2024 00:00,Vue3 - Pickaxe,86400,57600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1344,66491,,CPB-1361,Closed,As Planned,55%,28/05/2024 00:00,Vue3 - Evocog page,144000,79200,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1343,66482,,CPB-1361,Closed,As Planned,254%,30/06/2024 00:00,Vue3 - Corbac,86400,219600,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1342,66487,,CPB-1361,Closed,,100%,21/04/2024 00:00,Vue3 - Evocog phenotypes,57600,57600,noama,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1341,66490,,CPB-1361,Closed,Delay - Duration,60%,18/04/2024 00:00,Vue3 - Cluster page,144000,86400,duduz,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1340,66489,,CPB-1361,Closed,,46%,30/04/2024 00:00,Vue3 - DB info table,57600,27000,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1339,66488,,CPB-1361,Closed,Delay - Duration,153%,16/04/2024 00:00,Vue3 - Metabacum,115200,176400,noama,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1338,66486,,CPB-1361,Closed,,100%,30/04/2024 00:00,Vue3 - Production report,57600,57600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1337,66494,,CPB-1361,Closed,As Planned,145%,18/04/2024 00:00,Vue3 - F2O,86400,126000,noama,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1336,66485,,CPB-1361,Closed,As Planned,115%,17/04/2024 00:00,Vue3 - Funda,144000,165600,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1335,66509,,CPB-1363,Closed,,100%,09/04/2024 00:00,Vue3 - FASTA36,28800,28800,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1334,66508,,CPB-1363,Closed,,100%,10/04/2024 00:00,Vue3 - Genecore,28800,28800,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1333,66507,,CPB-1363,Closed,As Planned,50%,22/05/2024 00:00,Vue3 - Blast IP,57600,28800,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1332,66506,,CPB-1363,Closed,As Planned,125%,02/05/2024 00:00,Vue3 - Sandbox,57600,72000,noama,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,duduz,Dev,
CPB-1330,66479,,CPB-1167,Closed,,66%,31/03/2024 00:00,Dev support (Dudu) - Mar,86400,57600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1329,66466,,CPB-1269,Closed,,100%,28/06/2024 00:00,Perform a full DB update with several relevant vendors,144000,144000,robertoo,P279 - CPB projects Computational (CPB),ChemPass,6/1/24,,robertoo,Algo,
CPB-1325,66449,,CPB-1253,Closed,,100%,13/06/2024 00:00,Upload compressed PhaseDB information to the file-DB.,28800,28800,itair,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,robertoo,Algo,
CPB-1321,66416,,CPB-1360,Closed,As Planned,75%,02/04/2024 00:00,Vue3 - Novelty,57600,43200,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1320,66415,,CPB-1249,Closed,,100%,31/03/2024 00:00,Determine new molecules that need full processing and old molecules with changed status,86400,86400,robertoo,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1319,66405,,CPB-1253,Closed,As Planned,100%,30/05/2024 00:00,Determine molecules that changed priority and update corresponding phaseDBs.,86400,86400,itair,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,drorf,Algo,
CPB-1315,66351,,CPB-1271,Closed,,,15/08/2024 00:00,Product QA - Singles Run,,,hamutal.e,P279 - CPB projects Computational (CPB),CPB,8/1/24,,drorf,Algo,
CPB-1314,66350,,CPB-1271,Closed,,,30/07/2024 00:00,Create a UI for process.,,,duduz,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,drorf,Dev,
CPB-1313,66349,,CPB-1271,Closed,As Planned,83%,31/07/2024 00:00,Create an update process for the new data against Gotsho. ,86400,72240,noama,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,drorf,Dev,
CPB-1312,66348,,CPB-1271,Closed,,31%,25/06/2024 00:00,"Copy the process mechanism (stages 1, 3, 4.a) to accommodate the data from AgPlenus",115200,36000,robertoo,P279 - CPB projects Computational (CPB),CPB,7/1/24,,drorf,Algo,
CPB-1310,66346,,CPB-1268,Closed,,112%,21/05/2024 00:00,Upload curated oracle data to the ELK.,115200,129600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,drorf,Dev,
CPB-1309,66345,,CPB-1268,Closed,As Planned,40%,30/05/2024 00:00,Write final scripts that update the data on ELK.,144000,57600,noama,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,drorf,Dev,
CPB-1304,66340,,CPB-1253,Closed,,0%,05/07/2024 00:00,(Milestone) Fully synchronized version of PhaseDB,28800,,robertoo,P279 - CPB projects Computational (CPB),CPB,7/1/24,,drorf,Algo,
CPB-1302,66338,,CPB-1253,Closed,,100%,18/06/2024 00:00,QA the file-DB to ensure that the phaseDBs and file-DB are synchronized.,144000,144000,itair,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,drorf,Algo,
CPB-1301,66337,,CPB-1253,Closed,,150%,30/04/2024 00:00,Upload PhaseDB information to the file-DB.,57600,86400,itair,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,drorf,Algo,
CPB-1300,66336,,CPB-1253,Closed,,40%,31/05/2024 00:00, Compress the PhaseDBs to reduce the amount of PhaseDBs with small number of molecules.,144000,57600,itair,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,drorf,Algo,
CPB-1298,66334,,CPB-1253,Closed,,100%,30/06/2024 00:00, Update the content of the phaseDBs by repositioning the molecules in priority trenches,86400,86400,itair,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,drorf,Algo,
CPB-1297,66333,,CPB-1253,Closed,As Planned,83%,08/04/2024 00:00,Select new molecular variants and molecule variants without a representative in PhaseDB and create one.,86400,72000,itair,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,drorf,Algo,
CPB-1296,66332,,CPB-1253,Closed,,0%,30/04/2024 00:00,(Milestone) deliver of modules that can be used in the preparation DAG,0,,robertoo,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,drorf,Algo,
CPB-1292,66328,,CPB-1252,Closed,Delay - Effort,100%,18/04/2024 00:00,Â  Internal data correction and curation,115200,115200,robertoo,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,drorf,Algo,
CPB-1290,66326,,CPB-1252,Closed,As Planned,125%,14/05/2024 00:00,Overview the data structure and refine/optimize the data structure based on actual used descriptors.,57600,72000,robertoo,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,drorf,Algo,
CPB-1289,66325,,CPB-1252,Closed,As Planned,100%,12/05/2024 00:00,Scripts for data upload or update. May2024,86400,86400,itair,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,drorf,Algo,
CPB-1288,66324,,CPB-1252,Closed,,100%,30/04/2024 00:00,Definition of EVX and PhaseDB counters,28800,28800,robertoo,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,drorf,Algo,
CPB-1277,66313,,CPB-1249,Closed,As Planned,100%,15/05/2024 00:00,(Milestone) preprocessing evaluation,28800,28800,robertoo,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,drorf,Algo,
CPB-1276,66312,,CPB-1249,Closed,As Planned,100%,14/05/2024 00:00,Complete Preprocessing DAG,86400,86400,itair,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,drorf,Algo,
CPB-1275,66311,,CPB-1249,Closed,As Planned,66%,05/04/2024 00:00,For the processed molecules determine the best priority for each EVX,86400,57600,itair,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,drorf,Algo,
CPB-1266,66268,,CPB-1358,Closed,,80%,20/03/2024 00:00,Vue3 - Common functionalities for jobs' list,144000,115200,nerias,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1247,66234,,CPB-1263,Closed,,12%,31/03/2024 00:00,Dev support (Neria) - Mar,86400,10800,nerias,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1246,66227,,CPB-1249,Closed,,40%,31/03/2024 00:00,Assign EVX to new molecules ,86400,34560,itair,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1243,66011,,CPB-1263,Closed,,37%,07/03/2024 00:00,Fix interpro,57600,21600,itair,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,gala,Algo,
CPB-1242,65800,,CPB-1167,Closed,,37%,31/03/2024 00:00, Dev support (Noam) - Mar,86400,32400,noama,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1241,65701,,CPB-1358,Closed,,125%,11/03/2024 00:00,Vue3 - Define and implement common components and methods - Mar,57600,72000,nerias,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1240,65615,,CPB-1249,Closed,,75%,21/03/2024 00:00,Process and QA catalog data from vendors - March 2024,86400,64800,robertoo,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1239,65614,,CPB-1252,Closed,,100%,07/03/2024 00:00,Design and convert the download data into the new DB-files data structure - March2024,57600,57600,robertoo,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1237,65508,,CPB-1263,Closed,,75%,31/03/2024 00:00,Cleaning intermediate files- config files,115200,86400,liorr,P279 - CPB projects Computational (CPB),CPB,3/1/24,,gala,Bio-Info,
CPB-1236,65504,,CPB-1360,Closed,As Planned,93%,04/04/2024 00:00,Vue3 - tSNE,57600,54000,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1235,65500,,CPB-1360,Closed,,100%,31/03/2024 00:00,Vue3 - Define and implement common components and methods,57600,57600,nerias,P279 - CPB projects Computational (CPB),CPB,2/1/24,3/1/24,duduz,Dev,
CPB-1232,65321,,CPB-1360,Closed,Delay - Duration,100%,31/08/2024 00:00,Vue3 - Singles,57600,57600,noama,P271 - CPB Upkeep Computational (CPB),CPB,8/1/24,,duduz,Dev,
CPB-1231,65320,,CPB-1360,Closed,Delay - Duration,87%,04/04/2024 00:00,Vue3 - Similarity Evaluation,57600,50400,nerias,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,duduz,Dev,
CPB-1230,65319,,CPB-1360,Closed,,50%,31/03/2024 00:00,Vue3 - Toxicity Models,57600,28800,noama,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1229,65318,,CPB-1360,Closed,,100%,21/03/2024 00:00,Vue3 - Data integration,57600,57600,nerias,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1228,65317,,CPB-1360,Closed,,100%,24/03/2024 00:00,Vue3 - SA score,57600,57600,noama,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1227,65316,,CPB-1360,Closed,,100%,25/03/2024 00:00,Vue3 - RA score,28800,28800,noama,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1226,65315,,CPB-1360,Closed,,87%,27/03/2024 00:00,Vue3 - Ag models,57600,50400,noama,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1225,65314,,CPB-1360,Closed,,87%,31/03/2024 00:00,Vue3 - Interaction filter,57600,50400,noama,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1224,65313,,CPB-1360,Closed,,75%,27/03/2024 00:00,Vue3 - Deepdock,57600,43200,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1223,65312,,CPB-1360,Closed,As Planned,87%,02/04/2024 00:00,Vue3 - Clustering,57600,50400,nerias,P271 - CPB Upkeep Computational (CPB),ChemPass,4/1/24,,duduz,Dev,
CPB-1222,65311,,CPB-1360,Closed,,93%,31/03/2024 00:00,Vue3 - Pareto,57600,54000,hodayam,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1221,65310,,CPB-1360,Closed,,81%,31/03/2024 00:00,Vue3 - Compound availabilty,57600,46800,nerias,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1220,65309,,CPB-1360,Closed,,100%,25/03/2024 00:00,Vue3 - EVX info ,57600,57600,nerias,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1219,65308,,CPB-1360,Closed,,100%,27/03/2024 00:00,Vue3 - Search by vendor,57600,57600,nerias,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1218,65307,,CPB-1360,Closed,,143%,21/03/2024 00:00,Vue3 - Active search,57600,82800,hodayam,P279 - CPB projects Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1217,65306,,CPB-1360,Closed,,100%,21/03/2024 00:00,Vue3 - All Pointhit apps,144000,144000,hodayam,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,duduz,Dev,
CPB-1216,65301,,CPB-1250,Closed,,87%,05/03/2024 00:00,POC - complete converting Chempass APIs to ELK,86400,75600,hodayam,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,duduz,Dev,
CPB-1215,65300,,CPB-1250,Closed,,50%,07/03/2024 00:00,POC - add and update molecules with Logstash,57600,28800,hodayam,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,duduz,Dev,
CPB-1214,65217,,CPB-1267,Closed,As Planned,104%,29/04/2024 00:00,Scripts for Update of the DB files,86400,90000,itair,P279 - CPB projects Computational (CPB),ChemPass,4/1/24,,robertoo,Algo,
CPB-1213,65216,,CPB-1267,Closed,As Planned,50%,21/04/2024 00:00,Design the update of the DB files,115200,57600,itair,P279 - CPB projects Computational (CPB),ChemPass,4/1/24,,robertoo,Algo,
CPB-1212,65215,,CPB-1253,Closed,Delay - Duration,125%,18/04/2024 00:00,Add new molecules to PhaseDBs,57600,72000,itair,P279 - CPB projects Computational (CPB),ChemPass,4/1/24,,robertoo,Algo,
CPB-1211,65214,,CPB-1252,Closed,,102%,31/03/2024 00:00," Scripts for checking if molecule is new, or has a new variant from variants file-DB",288000,295200,itair,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1204,65207,,CPB-1263,Closed,,3%,31/03/2024 00:00,PM course- Mar,115200,3600,iliab,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,gala,Bio-Info,
CPB-1203,65206,,CPB-1263,Closed,,0%,31/03/2024 00:00,PM course- Mar,115200,60,gala,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,gala,Bio-Info,
CPB-1202,65205,,CPB-1263,Closed,,50%,29/03/2024 00:00,BACUM reps- Dev,28800,14400,duduz,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,gala,Dev,
CPB-1201,65204,,CPB-1263,Closed,,700%,29/03/2024 00:00,BACUM reps- BI,14400,100800,liorr,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,gala,Bio-Info,
CPB-1197,65024,,CPB-1170,Closed,,25%,14/03/2024 00:00,Fix 'makebalstdb' command that fails accidentally- BI,57600,14400,liorr,P279 - CPB projects Computational (CPB),CPB,3/1/24,,iliab,Bio-Info,
CPB-1196,65023,,CPB-1170,Closed,As Planned,0%,28/05/2024 00:00,Improvements for BACUM Algo support + code review,86400,,itair,P279 - CPB projects Computational (CPB),CPB,5/1/24,,iliab,Algo,
CPB-1195,65022,,CPB-1170,Closed,,100%,19/03/2024 00:00,Improvements for BACUM,115200,115200,liorr,P279 - CPB projects Computational (CPB),CPB,3/1/24,,iliab,Bio-Info,
CPB-1194,65021,,CPB-1170,Closed,,20%,12/03/2024 00:00,General report for aborting the creation of the production,144000,28800,liorr,P279 - CPB projects Computational (CPB),CPB,3/1/24,,iliab,Bio-Info,
CPB-1193,65020,,CPB-1170,Closed,,33%,05/03/2024 00:00,Parents productions,86400,28800,liorr,P279 - CPB projects Computational (CPB),CPB,3/1/24,,iliab,Bio-Info,
CPB-1192,65019,,CPB-1170,Closed,As Planned,99%,27/06/2024 00:00,BUSCO algorithm in isolate assembly and BACUM,86400,86040,michala,P279 - CPB projects Computational (CPB),CPB,6/1/24,,iliab,Bio-Info,
CPB-1190,65017,,CPB-1170,Closed,,100%,17/03/2024 00:00,Make completeness and contamination thresholds adjustable parameters in the DAG. ,28800,28800,iliab,P279 - CPB projects Computational (CPB),CPB,3/1/24,,iliab,Bio-Info,
CPB-1186,64700,,CPB-1357,Closed,,100%,29/02/2024 00:00,Vue3 - Search bar and  page,57600,57600,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1185,64503,,CPB-1250,Closed,,97%,21/02/2024 00:00,"POC - Write APIs for new, update and query molecules",144000,140400,hodayam,P279 - CPB projects Computational (CPB),ChemPass,2/1/24,,duduz,Dev,
CPB-1184,64501,,CPB-1263,Closed,,80%,29/02/2024 00:00,Cleaning intermediate files- test,144000,115200,liorr,P279 - CPB projects Computational (CPB),CPB,2/1/24,,gala,Bio-Info,
CPB-1182,64404,,CPB-1357,Closed,,150%,29/02/2024 00:00,Vue3 - Apps page,57600,86400,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1181,64403,,CPB-1357,Closed,,150%,29/02/2024 00:00,Vue3 - Workflows,57600,86400,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
